"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.118601750E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
2.143687160E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
2.168772580E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
2.193858000E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
2.218943410E-1,-1.198421582E-3,2.796316985E-3,-1.198421582E-3,3.269834439E-3
2.244028830E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
2.269114250E-1,-1.331579551E-4,1.731053460E-3,-2.263685223E-3,2.852814034E-3
2.294199660E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
2.319285080E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
2.344370500E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
2.369455910E-1,1.997369342E-3,1.731053460E-3,-1.198421582E-3,2.902110380E-3
2.394541330E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
2.419626750E-1,-1.198421582E-3,2.796316985E-3,9.321057005E-4,3.181890005E-3
2.444712160E-1,-1.198421582E-3,1.731053460E-3,-1.198421582E-3,2.422596677E-3
2.469797580E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
2.494883000E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
2.519968410E-1,-1.331579551E-4,3.861580743E-3,9.321057005E-4,3.974714821E-3
2.545053830E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
2.570139250E-1,1.997369342E-3,1.731053460E-3,9.321057005E-4,2.802650782E-3
2.595224660E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
2.620310080E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
2.645395500E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
2.670480910E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
2.695566330E-1,-1.198421582E-3,6.657897611E-4,-1.331579551E-4,1.377396578E-3
2.720651750E-1,-1.198421582E-3,6.657897611E-4,9.321057005E-4,1.657803164E-3
2.745737160E-1,-1.331579551E-4,-3.994738800E-4,-1.331579551E-4,4.416349882E-4
2.770822580E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
2.795908000E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
2.820993410E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
2.846078830E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
2.871164250E-1,-1.331579551E-4,6.657897611E-4,1.997369342E-3,2.109618765E-3
2.896249660E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
2.921335080E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
2.946420500E-1,9.321057005E-4,3.861580743E-3,9.321057005E-4,4.080373501E-3
2.971505910E-1,9.321057005E-4,3.861580743E-3,-1.198421582E-3,4.149318155E-3
2.996591330E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
3.021676750E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
3.046762160E-1,-1.198421582E-3,3.861580743E-3,-1.331579551E-4,4.045460562E-3
3.071847580E-1,1.997369342E-3,6.657897611E-4,9.321057005E-4,2.302516304E-3
3.096933000E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
3.122018410E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
3.147103830E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
3.172189250E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
3.197274660E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
3.222360080E-1,9.321057005E-4,6.657897611E-4,-1.331579551E-4,1.153181722E-3
3.247445500E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
3.272530910E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
3.297616330E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
3.322701750E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
3.347787160E-1,-2.263685223E-3,6.657897611E-4,1.997369342E-3,3.091444821E-3
3.372872580E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
3.397958000E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
3.423043410E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
3.448128830E-1,9.321057005E-4,6.657897611E-4,-1.198421582E-3,1.657803164E-3
3.473214250E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
3.498299660E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
3.523385080E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
3.548470500E-1,9.321057005E-4,2.796316985E-3,-2.263685223E-3,3.716514564E-3
3.573555910E-1,1.997369342E-3,2.796316985E-3,-1.198421582E-3,3.639380065E-3
3.598641330E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
3.623726750E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
3.648812160E-1,9.321057005E-4,3.861580743E-3,9.321057005E-4,4.080373501E-3
3.673897580E-1,1.997369342E-3,2.796316985E-3,9.321057005E-4,3.560574954E-3
3.698983000E-1,1.997369342E-3,2.796316985E-3,-1.198421582E-3,3.639380065E-3
3.724068410E-1,9.321057005E-4,2.796316985E-3,-2.263685223E-3,3.716514564E-3
3.749153830E-1,9.321057005E-4,1.731053460E-3,-1.198421582E-3,2.302516321E-3
3.774239250E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
3.799324660E-1,-1.331579551E-4,-1.464737463E-3,-1.198421582E-3,1.897208782E-3
3.824410080E-1,-1.198421582E-3,-1.464737463E-3,-1.331579551E-4,1.897208782E-3
3.849495500E-1,-1.198421582E-3,-3.994738800E-4,-1.331579551E-4,1.270245925E-3
3.874580910E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
3.899666330E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
3.924751750E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
3.949837160E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
3.974922580E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
4.000008000E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
4.025093410E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
4.050178830E-1,-1.331579551E-4,3.861580743E-3,-1.198421582E-3,4.045460562E-3
4.075264250E-1,9.321057005E-4,3.861580743E-3,-1.331579551E-4,3.974714821E-3
4.100349660E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
4.125435080E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
4.150520500E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
4.175605910E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
4.200691330E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
4.225776750E-1,-1.198421582E-3,2.796316985E-3,-1.331579551E-4,3.045214936E-3
4.250862160E-1,-1.198421582E-3,1.731053460E-3,9.321057005E-4,2.302516321E-3
4.275947580E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
4.301033000E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
4.326118410E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
4.351203830E-1,-1.198421582E-3,1.731053460E-3,-1.198421582E-3,2.422596677E-3
4.376289250E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
4.401374660E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
4.426460080E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
4.451545500E-1,9.321057005E-4,6.657897611E-4,-1.331579551E-4,1.153181722E-3
4.476630910E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
4.501716330E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
4.526801750E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
4.551887160E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
4.576972580E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
4.602058000E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
4.627143410E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
4.652228830E-1,-1.331579551E-4,6.657897611E-4,-2.263685223E-3,2.363319241E-3
4.677314250E-1,-1.331579551E-4,-3.994738800E-4,-1.198421582E-3,1.270245925E-3
4.702399660E-1,-1.331579551E-4,-1.464737463E-3,-1.198421582E-3,1.897208782E-3
4.727485080E-1,-1.331579551E-4,-3.994738800E-4,-1.331579551E-4,4.416349882E-4
4.752570500E-1,-1.331579551E-4,-3.994738800E-4,-1.331579551E-4,4.416349882E-4
4.777655910E-1,-1.198421582E-3,-3.994738800E-4,-1.331579551E-4,1.270245925E-3
4.802741330E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
4.827826750E-1,-1.198421582E-3,1.731053460E-3,-1.198421582E-3,2.422596677E-3
4.852912160E-1,-1.198421582E-3,2.796316985E-3,-1.331579551E-4,3.045214936E-3
4.877997580E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
4.903083000E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
4.928168410E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
4.953253830E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
4.978339250E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
5.003424660E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
5.028510080E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
5.053595500E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
5.078680910E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
5.103766330E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
5.128851750E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
5.153937160E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
5.179022580E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
5.204108000E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
5.229193410E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
5.254278830E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
5.279364250E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
5.304449660E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
5.329535080E-1,9.321057005E-4,6.657897611E-4,-1.198421582E-3,1.657803164E-3
5.354620500E-1,-1.331579551E-4,-3.994738800E-4,-1.198421582E-3,1.270245925E-3
5.379705910E-1,9.321057005E-4,-1.464737463E-3,-1.198421582E-3,2.109618724E-3
5.404791330E-1,-1.331579551E-4,-1.464737463E-3,-1.198421582E-3,1.897208782E-3
5.429876750E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
5.454962160E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
5.480047580E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
5.505133520E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
5.530219460E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
5.555305390E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
5.580391330E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
5.605477270E-1,9.321057005E-4,1.731053460E-3,-1.198421582E-3,2.302516321E-3
5.630563210E-1,-1.331579551E-4,3.861580743E-3,-1.198421582E-3,4.045460562E-3
5.655649140E-1,-1.331579551E-4,3.861580743E-3,-1.198421582E-3,4.045460562E-3
5.680735080E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
5.705821020E-1,-1.198421582E-3,1.731053460E-3,-1.331579551E-4,2.109618783E-3
5.730906960E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
5.755992890E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
5.781078830E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
5.806164770E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
5.831250710E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
5.856336640E-1,9.321057005E-4,6.657897611E-4,9.321057005E-4,1.476793174E-3
5.881422580E-1,-1.198421582E-3,6.657897611E-4,-1.331579551E-4,1.377396578E-3
5.906508520E-1,-1.198421582E-3,6.657897611E-4,-1.331579551E-4,1.377396578E-3
5.931594460E-1,-1.198421582E-3,1.731053460E-3,9.321057005E-4,2.302516321E-3
5.956680390E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
5.981766330E-1,9.321057005E-4,2.796316985E-3,-2.263685223E-3,3.716514564E-3
6.006852270E-1,1.997369342E-3,2.796316985E-3,-1.198421582E-3,3.639380065E-3
6.031938210E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
6.057024140E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
6.082110080E-1,9.321057005E-4,1.731053460E-3,-1.331579551E-4,1.970557830E-3
6.107196020E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.132281960E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
6.157367890E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.182453830E-1,-1.198421582E-3,1.731053460E-3,9.321057005E-4,2.302516321E-3
6.207539250E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
6.232624660E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.257710080E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.282795500E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.307880910E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
6.332966330E-1,-1.198421582E-3,1.731053460E-3,-1.198421582E-3,2.422596677E-3
6.358051750E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
6.383137160E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
6.408222580E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
6.433308000E-1,9.321057005E-4,6.657897611E-4,9.321057005E-4,1.476793174E-3
6.458393410E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
6.483478830E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
6.508564250E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
6.533649660E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
6.558735080E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
6.583820500E-1,-1.198421582E-3,1.731053460E-3,-1.331579551E-4,2.109618783E-3
6.608905910E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
6.633991330E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
6.659076750E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
6.684162160E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
6.709247580E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
6.734333000E-1,-1.331579551E-4,6.657897611E-4,9.321057005E-4,1.153181722E-3
6.759418410E-1,9.321057005E-4,6.657897611E-4,1.997369342E-3,2.302516304E-3
6.784503830E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
6.809589250E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
6.834674660E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
6.859760080E-1,-1.331579551E-4,6.657897611E-4,1.997369342E-3,2.109618765E-3
6.884845500E-1,-1.331579551E-4,6.657897611E-4,-1.331579551E-4,6.919090172E-4
6.909930910E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
6.935016330E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
6.960101750E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
6.985187160E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
7.010272580E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
7.035358000E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
7.060443410E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
7.085528830E-1,-1.331579551E-4,3.861580743E-3,-1.331579551E-4,3.866169669E-3
7.110614250E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
7.135699660E-1,9.321057005E-4,6.657897611E-4,9.321057005E-4,1.476793174E-3
7.160785080E-1,9.321057005E-4,6.657897611E-4,9.321057005E-4,1.476793174E-3
7.185870500E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
7.210955910E-1,-1.331579551E-4,1.731053460E-3,-1.198421582E-3,2.109618783E-3
7.236041330E-1,1.997369342E-3,1.731053460E-3,-1.198421582E-3,2.902110380E-3
7.261126750E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
7.286212160E-1,-1.331579551E-4,1.731053460E-3,9.321057005E-4,1.970557830E-3
7.311297580E-1,9.321057005E-4,1.731053460E-3,9.321057005E-4,2.175818962E-3
7.336383000E-1,-1.331579551E-4,2.796316985E-3,9.321057005E-4,2.950583122E-3
7.361468410E-1,-1.331579551E-4,2.796316985E-3,-1.331579551E-4,2.802650667E-3
7.386553830E-1,9.321057005E-4,2.796316985E-3,-1.198421582E-3,3.181890005E-3
7.411639250E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
7.436724660E-1,9.321057005E-4,1.731053460E-3,-1.198421582E-3,2.302516321E-3
7.461810080E-1,-1.331579551E-4,6.657897611E-4,-1.198421582E-3,1.377396578E-3
7.486895500E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
7.511980910E-1,9.321057005E-4,3.861580743E-3,-1.331579551E-4,3.974714821E-3
7.537066330E-1,9.321057005E-4,2.796316985E-3,-1.331579551E-4,2.950583122E-3
7.562151750E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
7.587237160E-1,9.321057005E-4,2.796316985E-3,9.321057005E-4,3.091444768E-3
7.612322580E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
7.637408000E-1,-1.331579551E-4,1.731053460E-3,-1.331579551E-4,1.741266253E-3
7.662493410E-1,-1.331579551E-4,3.861580743E-3,-1.198421582E-3,4.045460562E-3
7.687578830E-1,-1.331579551E-4,4.926844500E-3,-2.263685223E-3,5.423633335E-3
7.712664250E-1,-1.331579551E-4,3.861580743E-3,-1.198421582E-3,4.045460562E-3
7.737749660E-1,-1.331579551E-4,2.796316985E-3,-1.198421582E-3,3.045214936E-3
