"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.349062359E0,-1.851101160E0,3.552591801E-1,1.733698845E0,2.560956125E0
1.354079443E0,-3.824425220E0,2.953056991E-1,2.288739395E1,2.320659897E1
1.359096526E0,3.300439417E-1,1.401813507E0,-3.332301617E0,3.630185144E0
1.364113609E0,1.146865010E0,1.528977871E0,-7.821400642E0,8.051545236E0
1.369130693E0,7.324159145E-1,4.433689713E-1,-6.661486626E0,6.716279713E0
1.374147828E0,7.212219238E-1,1.138564646E-1,-5.961663246E0,6.006209538E0
1.379164963E0,1.020612240E0,5.818809867E-1,1.323630524E1,1.328834117E1
1.384182099E0,2.350916147E0,-4.625648260E-1,1.030668831E1,1.058152148E1
1.389199234E0,-4.985468388E-1,-5.399398804E-1,-4.431565762E0,4.492088504E0
1.394216370E0,7.774894685E-2,-6.912418604E-1,-5.406627178E0,5.451190480E0
1.399233505E0,-9.074336290E-1,-5.101056099E-1,8.421242714E0,8.485338672E0
1.404250641E0,6.028118730E-1,-6.814356148E-2,9.869538307E0,9.888165254E0
1.409267776E0,1.629704088E-1,-1.246467531E-1,1.024495125E0,1.044837991E0
1.414284911E0,2.926718891E-1,-1.087638736E0,-1.802518845E0,2.125485601E0
1.419302047E0,-1.515047401E-1,-7.257583141E-1,1.055855751E0,1.290158976E0
1.424319182E0,7.264556885E-1,-5.083892941E-1,5.704669952E0,5.773166965E0
1.429336318E0,8.631454706E-1,3.840473890E-1,1.161340714E0,1.497072060E0
1.434353453E0,1.385889530E0,1.426715970E0,-7.206905842E0,7.476342693E0
1.439370588E0,6.377199888E-1,5.395661592E-1,-5.741508484E0,5.801959849E0
1.444387724E0,-2.096329689E0,-2.965135872E-1,9.299497604E-1,2.312428384E0
1.449404859E0,-1.714088917E0,4.002088308E-2,6.097106934E-1,1.819738887E0
1.454421995E0,-4.849953353E-1,2.615622580E-1,-3.958223343E0,3.996394290E0
1.459439130E0,-6.572716236E-1,8.548578620E-2,-6.465065956E0,6.498953118E0
1.464456266E0,-1.491556406E0,-1.370666176E-1,-4.665378571E0,4.899927038E0
1.469473401E0,-8.561166525E-1,9.134957194E-2,-2.382497787E-1,8.933327622E-1
1.474490536E0,9.244551659E-1,4.734834433E-1,2.050326347E0,2.298399890E0
1.479507672E0,5.314900875E-1,2.915966213E-1,5.920209885E-1,8.473483070E-1
1.484524807E0,6.828414798E-1,-1.721609086E-1,2.273505211E0,2.380070967E0
1.489541943E0,1.381499887E0,-2.535377145E-1,3.566102982E0,3.832742332E0
1.494559078E0,9.792748690E-1,-1.474131942E-1,3.652400970E0,3.784275726E0
1.499576213E0,3.354052901E-1,-5.050603747E-1,2.160831451E0,2.244276109E0
1.504593349E0,-4.230404794E-1,-6.709794402E-1,1.671052933E0,1.849755270E0
1.509610484E0,-6.085546613E-1,-3.189806342E-1,1.722635269E0,1.854604996E0
1.514627620E0,3.009743690E-1,5.074669123E-1,-5.643053055E-1,8.164243478E-1
1.519644755E0,6.668272614E-1,8.130857944E-1,-2.915454865E0,3.099297368E0
1.524661891E0,-5.264939666E-1,2.646571100E-1,-2.007079124E0,2.091794898E0
