"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.502017610E1,9.210973978E-3,1.520337164E-2,1.144409180E-4,1.777632267E-2
1.502519339E1,9.219184518E-3,1.983231306E-2,1.153945923E-4,2.187069547E-2
1.503021068E1,-1.456594467E-2,1.017813385E-2,-4.632949829E-3,1.836369725E-2
1.503522798E1,-9.713441133E-3,5.352899432E-3,-4.594802856E-3,1.200486086E-2
1.504024527E1,-4.900589585E-3,1.001428068E-2,4.940032959E-3,1.219448734E-2
1.504526256E1,-4.825562239E-3,9.938910604E-3,-1.409435272E-2,1.790862288E-2
1.505027985E1,-4.801943898E-3,9.865134954E-3,-9.228706360E-3,1.433696530E-2
1.505529714E1,-4.779309034E-3,4.990950227E-3,3.452301025E-4,6.918855602E-3
1.506031444E1,4.791706800E-3,-9.339615703E-3,3.433227539E-4,1.050270185E-2
1.506533173E1,-4.762604833E-3,1.917332411E-4,-4.407882690E-3,6.492195025E-3
1.507034902E1,1.425449550E-2,1.991838217E-4,-4.370689392E-3,1.491084310E-2
1.507536631E1,1.886680722E-2,4.954114556E-3,9.911537170E-3,2.188008763E-2
1.508038360E1,1.874534786E-2,-4.574179649E-3,9.829521179E-3,2.165480714E-2
1.508540089E1,-4.206746817E-4,2.224296331E-4,4.999160767E-3,5.021757710E-3
1.509041818E1,4.366308451E-3,-1.401588321E-2,9.706497192E-3,1.759902609E-2
1.509543548E1,1.386190951E-2,-1.394160092E-2,9.626388550E-3,2.189036610E-2
1.510045277E1,8.981287479E-3,-2.331337333E-2,-4.699707031E-3,2.542172588E-2
1.510547006E1,8.839070797E-3,5.818307400E-4,4.835128784E-3,1.009188634E-2
1.511048735E1,-7.481724024E-4,-1.365947723E-2,-9.450912476E-3,1.662711120E-2
1.511550464E1,8.739247918E-3,-8.787155151E-3,1.249313354E-4,1.239371444E-2
1.512052194E1,1.345068216E-2,-8.755490184E-3,9.621620178E-3,1.871242993E-2
1.512553923E1,1.812128723E-2,1.031956077E-2,9.542465210E-3,2.293322976E-2
1.513055652E1,3.708183765E-3,5.494117737E-3,4.714012146E-3,8.133748647E-3
1.513557381E1,-5.784749985E-3,7.088631392E-4,-7.247924805E-5,5.828470861E-3
1.514059110E1,-9.530633688E-4,-4.036501050E-3,-1.431655884E-2,1.490521813E-2
1.514560839E1,3.786772490E-3,-3.993824124E-3,9.545326233E-3,1.101832700E-2
1.515062569E1,3.790199757E-3,1.029400527E-2,-4.778862000E-3,1.196535335E-2
1.515564298E1,-5.703419447E-3,5.520343781E-3,-4.738807678E-3,9.244430056E-3
1.516066027E1,3.824517131E-3,1.023188233E-2,4.797935486E-3,1.193057133E-2
1.516567756E1,-5.669385195E-3,5.407169461E-3,9.507179260E-3,1.231932902E-2
1.517069485E1,-5.587160587E-3,5.371153355E-3,1.892566681E-2,2.045107616E-2
1.517571214E1,-8.602440357E-4,1.003237069E-2,4.521369934E-3,1.103772021E-2
1.518072944E1,-8.173137903E-4,9.958758950E-3,-5.012512207E-3,1.117900534E-2
1.518574673E1,3.972187638E-3,9.832292795E-3,4.527091980E-3,1.153025663E-2
1.519076402E1,-5.522936583E-3,1.930795610E-2,-5.007743835E-3,2.069728232E-2
1.519578131E1,-6.934255362E-4,1.915609837E-2,-1.446247101E-2,2.401249698E-2
1.520079860E1,8.844316006E-3,1.420545578E-2,4.652976990E-3,1.736856627E-2
1.520581589E1,-1.498927176E-2,1.879209280E-2,-9.631156921E-3,2.589556339E-2
1.521083318E1,-5.846768618E-4,-5.098924041E-3,-4.801750183E-3,7.028348186E-3
1.521585048E1,-5.344912410E-3,-9.795889258E-3,-1.335144043E-5,1.115919860E-2
1.522086777E1,-5.316182971E-3,9.289726615E-3,-1.335144043E-5,1.070331725E-2
1.522588506E1,-5.391836166E-4,9.222298861E-3,-9.510040283E-3,1.325829482E-2
1.523090235E1,8.996486664E-3,-3.434717655E-4,6.675720215E-5,9.003288381E-3
1.523591964E1,4.156425595E-3,-9.828552604E-3,-4.682540894E-3,1.165343337E-2
1.524093694E1,-5.909502506E-4,-1.928521693E-2,1.058578491E-4,1.929455934E-2
1.524595423E1,-1.004806161E-2,-4.921525717E-3,-4.642486572E-3,1.211353124E-2
1.525097152E1,-9.930148721E-3,-1.239329576E-4,-9.351730347E-3,1.364104371E-2
1.525598881E1,-9.864792228E-3,-9.611815214E-3,-4.525184631E-3,1.449753128E-2
1.526100610E1,-3.013908863E-4,-1.907028258E-2,-4.487037659E-3,1.959336676E-2
1.526602339E1,4.381462932E-3,-1.420538127E-2,5.046844482E-3,1.569906729E-2
1.527104069E1,9.077638388E-3,-1.412856579E-2,2.565383911E-4,1.679540717E-2
1.527605798E1,4.288479686E-3,-1.400178671E-2,2.555847168E-4,1.464603744E-2
1.528107527E1,9.035438299E-3,-9.180068970E-3,-4.493713379E-3,1.364207724E-2
1.528609256E1,4.246622324E-3,-1.389458776E-2,-2.344894409E-2,2.758525601E-2
1.529110985E1,-5.302369595E-3,-9.021252394E-3,4.892349243E-4,1.047556533E-2
1.529612714E1,-5.270540714E-4,-4.189491272E-3,4.854202271E-4,4.250324212E-3
1.530114438E1,-5.908161402E-4,6.029605865E-4,5.228996277E-3,5.296699656E-3
1.530616162E1,-5.351781845E-3,-4.142478108E-3,-4.311561584E-3,8.024416309E-3
1.531117886E1,-1.007305086E-2,-8.848369122E-3,5.221366882E-3,1.438828210E-2
1.531619610E1,-4.571229219E-4,7.314085960E-4,5.178451538E-3,5.249788589E-3
1.532121334E1,-5.166843534E-3,2.447685599E-2,-4.361152649E-3,2.539355044E-2
1.532623058E1,-5.089595914E-3,1.953247190E-2,4.243850708E-4,2.018914430E-2
1.533124782E1,-1.450997591E-2,1.462928951E-2,5.169868469E-3,2.124342374E-2
1.533626506E1,-1.435565948E-2,1.451452076E-2,3.795623779E-4,2.041813752E-2
1.534128230E1,-1.420263946E-2,9.652212262E-3,-9.119987488E-3,1.944361954E-2
1.534629954E1,-9.353175759E-3,9.528309107E-3,5.201339722E-3,1.432914883E-2
1.535131678E1,-1.878881454E-2,4.709452391E-3,5.158424377E-3,2.004514495E-2
1.535633402E1,-1.870119572E-2,-7.021427155E-5,5.114555359E-3,1.938809758E-2
1.536135126E1,-9.117305279E-3,1.418395340E-2,-4.426002502E-3,1.743270742E-2
1.536636850E1,-1.380562782E-2,4.578769207E-3,5.107879639E-3,1.541593077E-2
1.537138574E1,5.287602544E-3,-2.494454384E-4,3.166198730E-4,5.302943695E-3
1.537640298E1,5.227729678E-3,-2.373605967E-4,3.137588501E-4,5.242512972E-3
1.538142022E1,5.219921470E-3,-4.922315478E-3,3.108978271E-4,7.181464146E-3
1.538643746E1,9.959891438E-3,-4.820689559E-3,-4.440307617E-3,1.192286950E-2
1.539145470E1,3.633052111E-4,-9.468406439E-3,-4.404067993E-3,1.044885286E-2
1.539647194E1,9.891450405E-3,-9.381413460E-3,-9.115219116E-3,1.639935758E-2
1.540148918E1,9.844005108E-3,-1.399114728E-2,-9.038925171E-3,1.934835412E-2
1.540650641E1,5.049243569E-3,-4.367560148E-3,-4.214286804E-3,7.894976602E-3
1.541152365E1,5.042150617E-3,-9.122177958E-3,1.006698608E-2,1.449074264E-2
1.541654089E1,1.453211904E-2,-4.340171814E-3,4.873275757E-4,1.517422364E-2
1.542155813E1,1.497119665E-4,-4.294008017E-3,-4.264831543E-3,6.053900116E-3
1.542657537E1,1.437737048E-2,-8.946120739E-3,-8.978843689E-3,1.916667661E-2
1.543159261E1,9.544029832E-3,-8.862525225E-3,-4.154205322E-3,1.367078201E-2
1.543660990E1,9.447112679E-3,-8.780583739E-3,6.284713745E-4,1.291284496E-2
1.544162720E1,4.654869437E-3,1.029562950E-2,6.237030029E-4,1.131621853E-2
1.544664449E1,-1.498013735E-4,7.209032774E-4,6.189346313E-4,9.618846421E-4
1.545166178E1,4.634916782E-3,7.239431143E-4,5.363464355E-3,7.125538373E-3
1.545667907E1,-1.431195438E-2,7.259994745E-4,5.722045898E-4,1.434177574E-2
1.546169636E1,-9.409219027E-3,5.477502942E-3,-1.367664337E-2,1.748104731E-2
1.546671365E1,-1.404353976E-2,1.008722186E-2,-8.811950684E-3,1.940679079E-2
1.547173095E1,5.102470517E-3,4.636496305E-4,7.591247559E-4,5.179425330E-3
1.547674824E1,-4.400506616E-3,9.967744350E-3,7.534027100E-4,1.092190467E-2
1.548176553E1,-9.128928185E-3,4.482716322E-4,-8.750915527E-3,1.265372672E-2
1.548678282E1,-4.320949316E-3,5.202084780E-3,8.192062378E-4,6.812003223E-3
1.549180011E1,4.469752312E-4,9.864717722E-3,-1.343345642E-2,1.667243815E-2
1.549681740E1,-9.019568563E-3,5.042105913E-3,5.673408508E-3,1.178825743E-2
1.550183470E1,5.367994308E-4,-4.538476467E-3,8.773803711E-4,4.653570520E-3
1.550685199E1,1.006507874E-2,-1.403921843E-2,-1.812267303E-2,2.503670789E-2
1.551186928E1,1.476469636E-2,3.323256969E-4,1.023292542E-3,1.480384499E-2
1.551688657E1,1.467663050E-2,-4.409894347E-3,-8.481025696E-3,1.751509200E-2
1.552190386E1,5.040735006E-3,-4.364103079E-3,1.086235046E-3,6.755317288E-3
1.552692115E1,9.730637074E-3,-4.318699241E-3,-3.671646118E-3,1.126132524E-2
1.553193845E1,1.883208752E-4,-4.272714257E-3,1.108169556E-3,4.418098193E-3
1.553695574E1,4.970222712E-3,5.204379559E-4,1.099586487E-3,5.116938529E-3
1.554197303E1,5.014553666E-3,-4.224315286E-3,1.533794403E-2,1.668062095E-2
1.554699032E1,-4.437699914E-3,-4.231631756E-3,-3.782272339E-3,7.204545224E-3
1.555200761E1,9.828194976E-3,5.258128047E-3,-3.750801086E-3,1.176052022E-2
1.555702490E1,1.927827299E-2,4.748404026E-4,1.052665710E-2,2.197015686E-2
1.556204220E1,2.390031517E-2,-1.856659353E-2,1.043987274E-2,3.201459672E-2
1.556705949E1,-5.872547626E-5,5.386471748E-4,-3.892898560E-3,3.930426015E-3
1.557207678E1,-2.403557301E-5,5.422383547E-4,-3.859519958E-3,3.897498486E-3
1.557709407E1,4.758849740E-3,-4.202693701E-3,-3.826141357E-3,7.412735182E-3
1.558211136E1,5.677342415E-6,-4.158630967E-3,-3.793716431E-3,5.629078798E-3
1.558712865E1,4.789099097E-3,5.820095539E-4,9.870529175E-4,4.924274439E-3
1.559214595E1,3.644824028E-5,5.871504545E-4,9.794235229E-4,1.142516769E-3
1.559716324E1,-4.728943110E-3,6.428509951E-4,-1.327514648E-2,1.410693711E-2
1.560218053E1,-9.403049946E-3,-4.101961851E-3,-8.415222168E-3,1.326873782E-2
1.560719782E1,-4.591986537E-3,6.391555071E-4,1.152038574E-3,4.777243242E-3
1.561221511E1,-1.401494443E-2,-4.104673862E-3,-1.310253143E-2,1.961997311E-2
1.561723240E1,-9.166240692E-3,1.018407941E-2,6.000518799E-3,1.495799678E-2
1.562224970E1,-9.054884315E-3,1.485675573E-2,-3.545761108E-3,1.775630994E-2
1.562726699E1,-8.996784687E-3,1.948952675E-2,-3.516197205E-3,2.175195233E-2
1.563228428E1,-4.138350487E-3,1.933616400E-2,6.011009216E-3,2.066749658E-2
1.563730157E1,-1.831437647E-2,4.938587546E-3,1.213073730E-3,1.900730334E-2
1.564231886E1,-8.681342006E-3,4.958033562E-3,1.201629639E-3,1.006934504E-2
1.564733615E1,-3.875508904E-3,4.979237914E-3,-3.558158875E-3,7.243816263E-3
1.565235345E1,-8.659064770E-3,4.896193743E-3,5.967140198E-3,1.159995164E-2
1.565737074E1,1.033736765E-2,4.759401083E-3,5.917549133E-3,1.282694260E-2
1.566238803E1,1.018229127E-2,-2.068281174E-5,1.118659973E-3,1.024357767E-2
1.566740532E1,5.280002952E-3,-1.242756844E-5,-3.640174866E-3,6.413225294E-3
1.567242261E1,1.471562684E-2,-9.604349732E-3,1.139640808E-3,1.760942896E-2
1.567743990E1,-4.417598248E-3,-1.431533694E-2,1.537609100E-2,2.146784155E-2
1.568245720E1,5.099639297E-3,-4.689991474E-3,1.049900055E-2,1.257900447E-2
1.568747449E1,1.458832622E-2,-4.694387317E-3,9.155273438E-4,1.535235241E-2
1.569249178E1,1.445017755E-2,-1.414322853E-2,1.040458679E-2,2.273970032E-2
1.569750907E1,1.436552405E-2,-1.401537657E-2,8.220672607E-4,2.008668356E-2
1.570252636E1,9.480699897E-3,-1.388953626E-2,-8.681297302E-3,1.892532195E-2
1.570754365E1,4.585042596E-3,-2.326174080E-2,-1.335811615E-2,2.721342441E-2
1.571256095E1,1.877576113E-2,-1.831035316E-2,-1.324653625E-2,2.938143906E-2
1.571757824E1,2.329964936E-2,-8.651718497E-3,5.856513977E-3,2.553477333E-2
1.572259553E1,-5.402877927E-3,9.254515171E-4,5.807876587E-3,7.986174356E-3
1.572761282E1,-5.322873592E-3,-8.621767163E-3,2.000617981E-2,2.242576828E-2
1.573263011E1,-5.191206932E-3,-3.791436553E-3,1.034450531E-2,1.217917939E-2
1.573764740E1,-3.129094839E-4,9.461343288E-4,7.629394531E-4,1.255053434E-3
1.574266470E1,9.221673012E-3,8.957386017E-4,-3.991127014E-3,1.008814629E-2
1.574768199E1,-5.117267370E-3,5.594268441E-3,-8.706092834E-3,1.154462287E-2
1.575269928E1,-1.464055479E-2,1.500116289E-2,-3.886222839E-3,2.131861769E-2
1.575771657E1,-1.458670199E-2,1.013670862E-2,-1.335144043E-2,2.222128930E-2
1.576273386E1,-2.408185601E-2,1.011283696E-2,1.002311707E-3,2.613828397E-2
1.576775115E1,-1.440152526E-2,1.003664732E-2,9.937286377E-4,1.758197133E-2
1.577276845E1,-9.550377727E-3,5.212590098E-3,1.523113251E-2,1.871812511E-2
1.577778574E1,-1.418508589E-2,5.177229643E-3,-1.813411713E-2,2.359802052E-2
1.578280303E1,-1.403190196E-2,9.840071201E-3,-8.484840393E-3,1.912364479E-2
1.578782032E1,-1.862849295E-2,1.451560855E-2,5.832672119E-3,2.432578273E-2
1.579283761E1,5.557239056E-4,9.603634477E-3,1.036643982E-3,9.675394305E-3
1.579785490E1,-4.214793444E-3,9.480133653E-3,-1.321792603E-2,1.680330284E-2
1.580287220E1,5.300760269E-3,1.415866613E-2,-3.610610962E-3,1.554356451E-2
1.580788949E1,5.240008235E-3,9.249672294E-3,5.916595459E-3,1.216635630E-2
1.581290678E1,5.127400160E-3,-5.116388202E-3,1.117706299E-3,7.329183311E-3
1.581792407E1,1.931358874E-2,4.380747676E-3,-8.388519287E-3,2.150750836E-2
1.582294136E1,9.639054537E-3,-9.892210364E-3,-3.570556641E-3,1.426590596E-2
1.582795865E1,9.670853615E-5,-5.103796721E-3,1.208305359E-3,5.245769281E-3
1.583297595E1,9.679406881E-3,-5.052223802E-3,-8.296966553E-3,1.371333427E-2
1.583799324E1,9.633705020E-3,-5.052641034E-3,6.018638611E-3,1.243227512E-2
1.584301053E1,1.437366009E-4,-1.924604177E-2,-3.526687622E-3,1.956702097E-2
1.584802782E1,1.906917989E-2,-1.432716846E-2,-1.774406433E-2,2.972798676E-2
1.585304511E1,1.414676011E-2,-4.648268223E-3,-3.351211548E-3,1.526328398E-2
1.585806240E1,4.516854882E-3,-9.347081184E-3,1.424789429E-3,1.047854616E-2
1.586307970E1,4.462629557E-3,-4.511654377E-3,2.040672302E-2,2.137064417E-2
1.586809699E1,-2.880990505E-4,-1.396201551E-2,1.243591309E-3,1.402024955E-2
1.587311428E1,9.297028184E-3,-9.140625596E-3,1.073169708E-2,1.688653581E-2
1.587813157E1,-4.938632250E-3,-4.357531667E-3,5.895614624E-3,8.839482028E-3
1.588314886E1,-4.861712456E-3,4.372596741E-4,-8.398056030E-3,9.713639334E-3
1.588816615E1,-1.428243518E-2,9.940609336E-3,-1.307582855E-2,2.176651008E-2
1.589318345E1,-1.417921484E-2,2.411325276E-2,-8.218765259E-3,2.915556884E-2
1.589820074E1,1.686513424E-4,2.392229438E-2,-8.150100708E-3,2.527308357E-2
1.590321803E1,-1.414638758E-2,9.486496449E-3,-3.334999084E-3,1.735615497E-2
1.590823532E1,1.488626003E-4,4.667997360E-3,-3.308296204E-3,5.723389136E-3
1.591325261E1,-9.417518973E-3,4.586577415E-3,-8.029937744E-3,1.319872176E-2
1.591826990E1,1.421719790E-4,1.875227690E-2,1.103115082E-2,2.175670908E-2
1.592328720E1,-9.371817112E-3,1.385749876E-2,1.568794250E-2,2.293409619E-2
1.592830449E1,-9.257972240E-3,8.951961994E-3,2.030658722E-2,2.404589691E-2
1.593332178E1,-9.094282985E-3,8.886411786E-3,5.893707275E-3,1.401463816E-2
1.593833907E1,-4.183471203E-3,1.356989145E-2,-2.264404297E-2,2.672818863E-2
1.594335636E1,-1.366375387E-2,1.346392930E-2,-3.460884094E-3,1.949239032E-2
1.594837365E1,-1.361802220E-2,3.863781691E-3,6.064414978E-3,1.539988528E-2
1.595339095E1,-4.024133086E-3,-1.035331190E-2,-2.722644806E-2,2.940517281E-2
1.595840824E1,6.897747517E-4,-1.025798917E-2,-3.257751465E-3,1.078494671E-2
1.596342553E1,5.364388227E-3,-5.363404751E-3,1.516342163E-3,7.735765323E-3
1.596844282E1,5.302309990E-3,-1.005911827E-2,1.503944397E-3,1.147005669E-2
1.597346011E1,4.938393831E-4,-5.216792226E-3,-3.256797791E-3,6.169726924E-3
1.597847740E1,4.731416702E-4,-1.466128230E-2,1.101589203E-2,1.834467059E-2
1.598349470E1,4.526227713E-4,-9.781554341E-3,1.092433929E-2,1.467054402E-2
1.598851199E1,5.179971457E-3,-4.995018244E-3,1.083374023E-2,1.300585403E-2
1.599352928E1,3.725141287E-4,-2.393738925E-2,5.994796753E-3,2.467944406E-2
1.599854657E1,9.849816561E-3,-2.847737074E-2,5.945205688E-3,3.071359636E-2
1.600356386E1,1.455043256E-2,-2.353502810E-2,-8.348464966E-3,2.890172145E-2
1.600858115E1,9.715646505E-3,-2.807836235E-2,5.967140198E-3,3.030503227E-2
1.601359845E1,2.391515672E-2,-8.841320872E-3,-1.307582855E-2,2.865451043E-2
1.601861574E1,9.453788400E-3,-8.758604527E-3,-3.469467163E-3,1.334632799E-2
1.602363303E1,4.559144378E-3,-2.286957204E-2,1.305580139E-3,2.335610546E-2
1.602865032E1,4.504576325E-3,-8.372887969E-3,1.294136047E-3,9.595376435E-3
1.603366761E1,9.251266718E-3,-8.293122053E-3,1.078128815E-2,1.644986272E-2
1.603868490E1,4.461422563E-3,-8.265584707E-3,-8.301734924E-3,1.253566849E-2
1.604370220E1,-1.448322833E-2,-3.439173102E-3,-8.230209351E-3,1.700964904E-2
1.604871949E1,-9.579077363E-3,6.043985486E-3,-3.412246704E-3,1.182928194E-2
1.605373678E1,-4.664242268E-3,1.544809341E-2,-3.381729126E-3,1.648741453E-2
1.605875407E1,-1.408740878E-2,2.007690072E-2,6.144523621E-3,2.528422827E-2
1.606377136E1,-1.873509586E-2,1.997019351E-2,1.343727112E-3,2.741565334E-2
1.606878865E1,-1.384705305E-2,1.981282234E-2,-1.291275024E-2,2.740488873E-2
1.607380595E1,-9.050518274E-3,1.496078074E-2,1.438140869E-3,1.754437490E-2
1.607882324E1,-1.373939216E-2,1.484611630E-2,6.175041199E-3,2.114968558E-2
1.608384053E1,-2.308616042E-2,1.942934096E-2,1.376152039E-3,3.020536190E-2
1.608885782E1,-2.280648053E-2,1.922588050E-2,-3.381729126E-3,3.002009539E-2
1.609387511E1,-2.258145809E-2,1.902315021E-2,-8.101463318E-3,3.061757994E-2
1.609889240E1,-1.280897856E-2,1.407457888E-2,6.213188171E-3,2.001917605E-2
1.610390970E1,-1.741498709E-2,9.218797088E-3,-3.334999084E-3,1.998474953E-2
1.610892699E1,-7.788673043E-3,2.344901860E-2,-1.280498505E-2,2.782961629E-2
1.611394428E1,1.120129228E-2,9.119316936E-3,1.543998718E-3,1.452634923E-2
1.611896157E1,6.238967180E-3,-5.194097757E-3,6.277084351E-3,1.026182980E-2
1.612397886E1,1.370340586E-3,-3.932714462E-4,1.572036743E-2,1.578488036E-2
1.612899615E1,1.083932817E-2,-9.826391935E-3,6.091117859E-3,1.584773581E-2
1.613401345E1,5.983918905E-3,-1.443241537E-2,1.291275024E-3,1.567703065E-2
1.613903074E1,1.272082329E-3,-2.385164797E-2,1.077938080E-2,2.620523526E-2
1.614404803E1,1.084499061E-2,-2.844390273E-2,5.943298340E-3,3.101599940E-2
1.614906532E1,6.040319800E-3,-2.819879353E-2,-3.602027893E-3,2.906255365E-2
1.615408261E1,5.974188447E-3,-3.750234842E-2,-3.572463989E-3,3.814288353E-2
1.615909990E1,2.015332878E-2,-2.773535252E-2,5.954742432E-3,3.479749125E-2
1.616411720E1,2.946656942E-2,-2.279727161E-2,1.065349579E-2,3.874908101E-2
1.616913449E1,5.461946130E-3,-3.604248166E-3,2.006149292E-2,2.110182358E-2
1.617415178E1,-8.846431971E-3,5.930870771E-3,-3.848075867E-3,1.132441056E-2
1.617916907E1,7.077157497E-4,1.141980290E-3,-8.564949036E-3,8.669678918E-3
1.618418636E1,5.537614226E-3,-8.406072855E-3,5.753517151E-3,1.159440347E-2
1.618920365E1,8.302778006E-4,1.536491513E-2,-3.789901733E-3,1.584718692E-2
1.619422095E1,-8.638665080E-3,2.474290133E-2,-1.800251007E-2,3.179509505E-2
1.619923824E1,-3.732427955E-3,1.979629695E-2,-1.310253143E-2,2.403124469E-2
1.620425553E1,-1.791185141E-2,2.433730662E-2,-1.299285889E-2,3.289305848E-2
1.620927282E1,-2.257923782E-2,1.934348047E-2,-8.136749268E-3,3.082529652E-2
1.621429011E1,-1.771070063E-2,2.868834138E-2,-8.069992065E-3,3.466719804E-2
1.621930740E1,-1.758049428E-2,9.463340044E-3,-8.002281189E-3,2.150965105E-2
1.622432470E1,-2.219988406E-2,1.888954639E-2,1.105880737E-2,3.117606511E-2
1.622934199E1,-7.785961032E-3,1.399268210E-2,1.469612122E-3,1.608030165E-2
1.623435928E1,-7.738456130E-3,2.338114381E-2,6.205558777E-3,2.539823909E-2
1.623937657E1,1.857995987E-3,-5.471408367E-4,-3.342628479E-3,3.863246993E-3
1.624439386E1,-7.723420858E-3,4.214018583E-3,-3.315925598E-3,9.402369114E-3
1.624941115E1,1.821368933E-3,-5.605667830E-4,6.208419800E-3,6.494312613E-3
1.625442845E1,6.485745311E-3,-9.993240237E-3,6.155014038E-3,1.340947204E-2
1.625944574E1,6.312787533E-3,-1.939696074E-2,-3.396034241E-3,2.067913008E-2
1.626446303E1,2.513526380E-2,-2.392224967E-2,-3.370285034E-3,3.486279302E-2
1.626948032E1,1.061215997E-2,-2.366229892E-2,-3.344535828E-3,2.614781538E-2
1.627449761E1,1.525643468E-2,-1.865506172E-2,1.430511475E-3,2.414159253E-2
1.627951490E1,1.041653752E-2,-2.318653464E-2,1.091575623E-2,2.766357491E-2
1.628453220E1,8.677095175E-4,-4.041835666E-3,1.082611084E-2,1.158853016E-2
1.628954949E1,5.694717169E-3,7.484257221E-4,1.073741913E-2,1.217711436E-2
1.629456678E1,1.053383946E-2,-8.797317743E-3,2.489662170E-2,2.842879430E-2
1.629958407E1,1.053258777E-2,-4.018023610E-3,-1.329708099E-2,1.743250647E-2
1.630460136E1,5.782857537E-3,-4.027053714E-3,-8.436203003E-3,1.099218468E-2
1.630961865E1,1.072704792E-3,6.609261036E-4,-3.614425659E-3,3.827739768E-3
1.631463595E1,5.796462297E-3,-4.083067179E-3,1.066112518E-2,1.280351526E-2
1.631965324E1,-3.765434027E-3,1.490244269E-2,-3.673553467E-3,1.580367953E-2
1.632467053E1,-3.751412034E-3,-4.259213805E-3,-8.391380310E-3,1.013060995E-2
1.632968782E1,-3.735944629E-3,-8.962213993E-3,-8.321762085E-3,1.278789608E-2
1.633470511E1,-8.469104767E-3,5.367979407E-3,5.992889404E-3,1.168142380E-2
1.633972240E1,5.881950259E-3,1.957777143E-2,1.069259644E-2,2.306985243E-2
1.634473970E1,1.071873307E-2,9.874165058E-3,1.109123230E-3,1.461576302E-2
1.634975699E1,-8.278831840E-3,-4.497095942E-3,1.534748077E-2,1.800855615E-2
1.635477428E1,-3.426373005E-3,-4.450574517E-3,-1.327037811E-2,1.441008608E-2
1.635979157E1,-8.112922311E-3,5.090638995E-3,1.086235046E-3,9.639191894E-3
1.636480886E1,-8.011117578E-3,5.107849836E-3,-3.671646118E-3,1.018573120E-2
1.636982615E1,1.536846161E-3,2.406926453E-2,-3.641128540E-3,2.439158068E-2
1.637484345E1,-3.240272403E-3,1.877546310E-4,-3.611564636E-3,4.855719943E-3
1.637986074E1,1.570999622E-3,-4.552304745E-3,-8.329391479E-3,9.621345058E-3
1.638487803E1,1.592874527E-3,1.916140318E-4,1.237869263E-3,2.026397174E-3
1.638989532E1,6.310716271E-3,-4.601955414E-3,1.072502136E-2,1.326760026E-2
1.639491261E1,6.293103099E-3,-1.885162294E-2,-8.357048035E-3,2.155984893E-2
1.639992990E1,6.275638938E-3,-1.393698156E-2,-1.303482056E-2,2.008804734E-2
1.640494720E1,1.100601256E-2,-1.861280203E-2,-1.292514801E-2,2.519182730E-2
1.640996449E1,1.503825188E-3,-8.951649070E-3,1.092720032E-2,1.420553477E-2
1.641498178E1,-3.274574876E-3,6.280243397E-4,1.338958740E-3,3.593057987E-3
1.641999907E1,-7.960036397E-3,6.327927113E-4,-8.168220520E-3,1.142289073E-2
1.642501636E1,1.638263464E-3,-4.111930728E-3,-3.350257874E-3,5.551225928E-3
1.643003365E1,1.607254148E-3,-4.069581628E-3,-8.070945740E-3,9.180682200E-3
1.643505095E1,-1.261746883E-2,-4.027590156E-3,-3.253936768E-3,1.363855222E-2
1.644006824E1,-7.781192660E-3,-8.734434843E-3,1.101875305E-2,1.607016584E-2
1.644508553E1,-1.248142123E-2,5.592897534E-3,6.178855896E-3,1.500815242E-2
1.645010282E1,6.600007415E-3,5.503773689E-3,-3.369331360E-3,9.230602175E-3
1.645512011E1,1.779928803E-3,1.016388834E-2,1.090431213E-2,1.501255460E-2
1.646013740E1,1.124550402E-2,5.391299725E-3,1.556110382E-2,1.994180096E-2
1.646515470E1,1.598604023E-2,6.059408188E-4,1.068496704E-2,1.923770172E-2
1.647017199E1,1.641511917E-3,1.005442441E-2,5.847930908E-3,1.174667218E-2
1.647518928E1,1.662805676E-3,3.795623779E-4,1.054954529E-2,1.068652872E-2
1.648020657E1,-3.064587712E-3,-4.414603114E-3,-3.783226013E-3,6.572154713E-3
1.648522386E1,1.745223999E-3,9.877696633E-3,-8.499145508E-3,1.314724960E-2
1.649024115E1,-2.983629704E-3,3.064572811E-4,1.070022583E-3,3.184479644E-3
1.649525845E1,-2.924576402E-3,-4.384949803E-3,-8.436203003E-3,9.947384230E-3
1.650027574E1,1.602566242E-2,4.091262817E-4,-3.618240356E-3,1.643413836E-2
1.650529303E1,1.112623513E-2,4.138052464E-4,5.908966064E-3,1.260476984E-2
1.651031032E1,1.468390226E-3,4.709511995E-4,-3.639221191E-3,3.952454398E-3
1.651532761E1,1.439571381E-3,4.760771990E-4,1.063632965E-2,1.074385981E-2
1.652034490E1,-8.086800575E-3,-4.268303514E-3,1.054763794E-2,1.395949227E-2
1.652536220E1,1.512572169E-3,4.732459784E-4,-8.533477783E-3,8.679405475E-3
1.653037949E1,6.283447146E-3,-4.321709275E-3,2.003002167E-2,2.143270042E-2
1.653539678E1,1.516789198E-3,4.193335772E-4,1.036739349E-2,1.048614982E-2
1.654041407E1,1.488342881E-3,5.174353719E-3,-2.295875549E-2,2.358163596E-2
1.654543136E1,6.259411573E-3,3.402084112E-4,-8.521080017E-3,1.057850555E-2
1.655044865E1,-3.307119012E-3,-9.203091264E-3,1.054382324E-2,1.438075567E-2
